reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,cleaned_text,text_caseFolding,text_tokenized,text_stopwords,final_text,compound_score,label
b2436be0-d379-4312-8745-0a5a6ea28c58,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice,5,0,2.689.880,2025-09-24 14:17:19,,,2.689.880,nice,nice,['nice'],['nice'],nice,0.4215,positive
19417f22-4347-41ce-bdb6-33c8c770a3af,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,There's so much to do in roblox I love it hope you do as well,5,0,2.690.721,2025-09-24 14:16:33,,,2.690.721,Theres so much to do in roblox I love it hope you do as well,theres so much to do in roblox i love it hope you do as well,"['theres', 'so', 'much', 'to', 'do', 'in', 'roblox', 'i', 'love', 'it', 'hope', 'you', 'do', 'as', 'well']","['theres', 'much', 'roblox', 'love', 'hope', 'well']",theres much roblox love hope well,0.8481,positive
79238362-600e-49e2-b778-016b20cfcd51,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it haves a all games for you to play with,5,0,2.691.868,2025-09-24 14:16:23,,,2.691.868,it haves a all games for you to play with,it haves a all games for you to play with,"['it', 'haves', 'a', 'all', 'games', 'for', 'you', 'to', 'play', 'with']","['haves', 'games', 'play']",haves games play,0.34,neutral
103e77d3-ab2b-4273-89c7-a7ef0e4297d7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Yogesh Kumar u,5,0,,2025-09-24 14:16:20,,,,Yogesh Kumar u,yogesh kumar u,"['yogesh', 'kumar', 'u']","['yogesh', 'kumar', 'u']",yogesh kumar u,0.0,neutral
17df3fb9-287c-4fdd-8ac9-d3ca7f172baa,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,best of the world,5,0,2.691.868,2025-09-24 14:15:59,,,2.691.868,best of the world,best of the world,"['best', 'of', 'the', 'world']","['best', 'world']",best world,0.6369,positive
1c66d3d6-519b-4e73-9011-c3166b5bcfa8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,roblox fix you mind right now. I have good wifi but you have out mind you make me laggy as heck and every won't me give chance with laggy,1,1,2.691.868,2025-09-24 14:15:13,,,2.691.868,roblox fix you mind right now I have good wifi but you have out mind you make me laggy as heck and every wont me give chance with laggy,roblox fix you mind right now i have good wifi but you have out mind you make me laggy as heck and every wont me give chance with laggy,"['roblox', 'fix', 'you', 'mind', 'right', 'now', 'i', 'have', 'good', 'wifi', 'but', 'you', 'have', 'out', 'mind', 'you', 'make', 'me', 'laggy', 'as', 'heck', 'and', 'every', 'wont', 'me', 'give', 'chance', 'with', 'laggy']","['roblox', 'fix', 'mind', 'right', 'good', 'wifi', 'mind', 'make', 'laggy', 'heck', 'every', 'wont', 'give', 'chance', 'laggy']",roblox fix mind right good wifi mind make laggy heck every wont give chance laggy,0.2869,neutral
a8ff8d21-d8b7-4bf6-9d75-5f7f0f039794,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,filled with preds,1,0,2.690.721,2025-09-24 14:14:58,,,2.690.721,filled with preds,filled with preds,"['filled', 'with', 'preds']","['filled', 'preds']",filled preds,0.0,neutral
6ffa56d5-6219-4c03-a476-5f9413036e02,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,i enjoy it,3,0,2.690.721,2025-09-24 14:14:35,,,2.690.721,i enjoy it,i enjoy it,"['i', 'enjoy', 'it']",['enjoy'],enjoy,0.4939,positive
95def4d9-1694-442a-9dae-86ed4af2997b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,full of creativity!! ⭐⭐⭐⭐⭐,5,0,2.691.868,2025-09-24 14:10:56,,,2.691.868,full of creativity,full of creativity,"['full', 'of', 'creativity']","['full', 'creativity']",full creativity,0.3818,neutral
12eb7316-fdb7-473c-88e7-5d88ead3f4c3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bhanu pratap singh ch,1,0,2.690.721,2025-09-24 14:10:12,,,2.690.721,bhanu pratap singh ch,bhanu pratap singh ch,"['bhanu', 'pratap', 'singh', 'ch']","['bhanu', 'pratap', 'singh', 'ch']",bhanu pratap singh ch,0.0,neutral
9227d059-0a29-409d-86a0-0e8fd686f37f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I gave 1 star because every week new update again and again I'm Soo angry,1,0,2.690.721,2025-09-24 14:10:05,,,2.690.721,I gave  star because every week new update again and again Im Soo angry,i gave  star because every week new update again and again im soo angry,"['i', 'gave', 'star', 'because', 'every', 'week', 'new', 'update', 'again', 'and', 'again', 'im', 'soo', 'angry']","['gave', 'star', 'every', 'week', 'new', 'update', 'im', 'soo', 'angry']",gave star every week new update im soo angry,-0.5106,negative
6ac16f30-2544-4c7c-9ab7-42aaad197061,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,in this game my network speed is 100 mb/s and when I try to join it's keep stuck on loading screen and after some time it's shows no connection now what should I do,1,0,2.691.868,2025-09-24 14:09:34,,,2.691.868,in this game my network speed is  mbs and when I try to join its keep stuck on loading screen and after some time its shows no connection now what should I do,in this game my network speed is  mbs and when i try to join its keep stuck on loading screen and after some time its shows no connection now what should i do,"['in', 'this', 'game', 'my', 'network', 'speed', 'is', 'mbs', 'and', 'when', 'i', 'try', 'to', 'join', 'its', 'keep', 'stuck', 'on', 'loading', 'screen', 'and', 'after', 'some', 'time', 'its', 'shows', 'no', 'connection', 'now', 'what', 'should', 'i', 'do']","['game', 'network', 'speed', 'mbs', 'try', 'join', 'keep', 'stuck', 'loading', 'screen', 'time', 'shows', 'connection']",game network speed mbs try join keep stuck loading screen time shows connection,0.0516,neutral
2cc5e6ae-8fd0-43c2-af2b-39e6ad895e6d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,l like this game because this is so fun for me,5,0,,2025-09-24 14:09:08,,,,l like this game because this is so fun for me,l like this game because this is so fun for me,"['l', 'like', 'this', 'game', 'because', 'this', 'is', 'so', 'fun', 'for', 'me']","['l', 'like', 'game', 'fun']",l like game fun,0.7003,positive
bbc58dd4-b22f-446e-997b-94097eab46a6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,𝐈𝐧 𝐭𝐡𝐢𝐬 𝐠𝐚𝐦𝐞 𝐡𝐚𝐬 𝐬𝐨 𝐦𝐚𝐧𝐲 𝐠𝐚𝐦𝐞𝐬 𝐥𝐢𝐤𝐞 𝐡𝐢𝐝𝐞 𝐚𝐧𝐝 𝐬𝐞𝐞𝐤 𝐁𝐨𝐲 𝐯. 𝐬 𝐠𝐢𝐫𝐥 𝐨𝐛𝐛𝐲 𝐞𝐭𝐜... 𝐈 𝐡𝐚𝐝 𝐚 𝐥𝐨𝐭 𝐨𝐟 𝐟𝐮𝐧 𝐟𝐫𝐨𝐦 𝐭𝐡𝐢𝐬 𝐠𝐚𝐦𝐞 𝐰𝐡𝐨 𝐜𝐫𝐞𝐚𝐭𝐞𝐝 𝐭𝐡𝐢𝐬 𝐠𝐚𝐦𝐞 𝐓𝐡𝐚𝐧𝐤 𝐲𝐨𝐮 𝐬𝐨 𝐦𝐮𝐜𝐡...,5,0,2.691.868,2025-09-24 14:08:19,,,2.691.868,,,[],[],,0.0,neutral
76f3554a-9753-4266-9418-1405ae78f107,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very good I play I feel like,5,0,,2025-09-24 14:07:56,,,,very good I play I feel like,very good i play i feel like,"['very', 'good', 'i', 'play', 'i', 'feel', 'like']","['good', 'play', 'feel', 'like']",good play feel like,0.7783,positive
97b47ae1-f1ca-4348-860a-cc05d326ed1d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I've been playing this game for 5 years it's so fun but I don't have any robux but it is so fun and I told all my friends to download this fun app so we can play together for a long time and it's been my favorite game of all my other fun games but this one is much more fun and beautiful and so amazing to and this is all I want to say for this wonderful game🥰,5,0,2.691.868,2025-09-24 14:07:23,,,2.691.868,Ive been playing this game for  years its so fun but I dont have any robux but it is so fun and I told all my friends to download this fun app so we can play together for a long time and its been my favorite game of all my other fun games but this one is much more fun and beautiful and so amazing to and this is all I want to say for this wonderful game,ive been playing this game for  years its so fun but i dont have any robux but it is so fun and i told all my friends to download this fun app so we can play together for a long time and its been my favorite game of all my other fun games but this one is much more fun and beautiful and so amazing to and this is all i want to say for this wonderful game,"['ive', 'been', 'playing', 'this', 'game', 'for', 'years', 'its', 'so', 'fun', 'but', 'i', 'dont', 'have', 'any', 'robux', 'but', 'it', 'is', 'so', 'fun', 'and', 'i', 'told', 'all', 'my', 'friends', 'to', 'download', 'this', 'fun', 'app', 'so', 'we', 'can', 'play', 'together', 'for', 'a', 'long', 'time', 'and', 'its', 'been', 'my', 'favorite', 'game', 'of', 'all', 'my', 'other', 'fun', 'games', 'but', 'this', 'one', 'is', 'much', 'more', 'fun', 'and', 'beautiful', 'and', 'so', 'amazing', 'to', 'and', 'this', 'is', 'all', 'i', 'want', 'to', 'say', 'for', 'this', 'wonderful', 'game']","['ive', 'playing', 'game', 'years', 'fun', 'dont', 'robux', 'fun', 'told', 'friends', 'download', 'fun', 'app', 'play', 'together', 'long', 'time', 'favorite', 'game', 'fun', 'games', 'one', 'much', 'fun', 'beautiful', 'amazing', 'want', 'say', 'wonderful', 'game']",ive playing game years fun dont robux fun told friends download fun app play together long time favorite game fun games one much fun beautiful amazing want say wonderful game,0.9895,positive
31cb1d7c-96f7-4816-8416-3c2321ab2718,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,thank you for this game but can you put daily Robux quest,5,0,2.690.721,2025-09-24 14:06:25,,,2.690.721,thank you for this game but can you put daily Robux quest,thank you for this game but can you put daily robux quest,"['thank', 'you', 'for', 'this', 'game', 'but', 'can', 'you', 'put', 'daily', 'robux', 'quest']","['thank', 'game', 'put', 'daily', 'robux', 'quest']",thank game put daily robux quest,0.3612,neutral
97dac24e-7176-4c36-b38f-2492d83c7e70,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I really like roblox,5,0,2.682.538,2025-09-24 14:05:03,,,2.682.538,I really like roblox,i really like roblox,"['i', 'really', 'like', 'roblox']","['really', 'like', 'roblox']",really like roblox,0.4201,positive
269282b1-5d31-4896-b857-ea628caec153,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,how to upgrade Roblox,5,0,2.689.880,2025-09-24 14:04:58,,,2.689.880,how to upgrade Roblox,how to upgrade roblox,"['how', 'to', 'upgrade', 'roblox']","['upgrade', 'roblox']",upgrade roblox,0.0,neutral
8e401d36-ded2-4ea2-837c-b737d280b714,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ɪ ʟɪᴋᴇ ɪᴛ,5,0,2.689.880,2025-09-24 14:04:54,,,2.689.880,,,[],[],,0.0,neutral
9728bb71-0150-4e23-863e-790395910c3f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it's the funniest game it makes me so happy it's my favourite game,5,0,,2025-09-24 14:04:11,,,,its the funniest game it makes me so happy its my favourite game,its the funniest game it makes me so happy its my favourite game,"['its', 'the', 'funniest', 'game', 'it', 'makes', 'me', 'so', 'happy', 'its', 'my', 'favourite', 'game']","['funniest', 'game', 'makes', 'happy', 'favourite', 'game']",funniest game makes happy favourite game,0.8074,positive
879b4448-8ff8-43c6-9b7e-bc1d87c1a860,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,why did you ban Schlep,1,0,2.691.868,2025-09-24 14:02:52,,,2.691.868,why did you ban Schlep,why did you ban schlep,"['why', 'did', 'you', 'ban', 'schlep']","['ban', 'schlep']",ban schlep,-0.5574,negative
54595a47-259f-4a0a-ab80-1ca99a3b2d2e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"it is a very good game .no lag,bug nothing such a smooth game",5,0,,2025-09-24 14:01:39,,,,it is a very good game no lagbug nothing such a smooth game,it is a very good game no lagbug nothing such a smooth game,"['it', 'is', 'a', 'very', 'good', 'game', 'no', 'lagbug', 'nothing', 'such', 'a', 'smooth', 'game']","['good', 'game', 'lagbug', 'nothing', 'smooth', 'game']",good game lagbug nothing smooth game,0.4404,positive
f73a1c6e-2dd1-491c-a7f2-81a2520987f6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very. Good. Roblox 👍👍👍🤭🤭🥰🥰😍😍🤩🤩👍👍 is Very Amazing. game,5,0,,2025-09-24 14:01:31,,,,Very Good Roblox  is Very Amazing game,very good roblox  is very amazing game,"['very', 'good', 'roblox', 'is', 'very', 'amazing', 'game']","['good', 'roblox', 'amazing', 'game']",good roblox amazing game,0.7717,positive
7333363b-03ca-44b2-ae42-6773e0259d0a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good app I love it!!!!,5,0,2.689.880,2025-09-24 14:01:15,,,2.689.880,good app I love it,good app i love it,"['good', 'app', 'i', 'love', 'it']","['good', 'app', 'love']",good app love,0.7964,positive
189cb76f-b5bb-4b9c-877d-e0665d594efe,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love it but this is my mom phone so please can I install roblox,5,0,,2025-09-24 14:00:12,,,,I love it but this is my mom phone so please can I install roblox,i love it but this is my mom phone so please can i install roblox,"['i', 'love', 'it', 'but', 'this', 'is', 'my', 'mom', 'phone', 'so', 'please', 'can', 'i', 'install', 'roblox']","['love', 'mom', 'phone', 'please', 'install', 'roblox']",love mom phone please install roblox,0.7579,positive
6d85e78d-9050-4c70-a501-040ba083153f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the game 🎮 is soooooooooooo cool (▼⌣▼),5,0,2.689.880,2025-09-24 14:00:01,,,2.689.880,the game  is soooooooooooo cool,the game  is soooooooooooo cool,"['the', 'game', 'is', 'soooooooooooo', 'cool']","['game', 'soooooooooooo', 'cool']",game soooooooooooo cool,0.3182,neutral
d20c843c-c481-4bb1-8150-249f2092f9c9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I like this game and love there are so many adventures there,5,0,,2025-09-24 13:59:36,,,,I like this game and love there are so many adventures there,i like this game and love there are so many adventures there,"['i', 'like', 'this', 'game', 'and', 'love', 'there', 'are', 'so', 'many', 'adventures', 'there']","['like', 'game', 'love', 'many', 'adventures']",like game love many adventures,0.8442,positive
25772c4b-9c60-447a-af53-8c3a46eb07a8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,So Nice Game 🎮🎮🎯🎯,5,0,2.691.868,2025-09-24 13:59:20,,,2.691.868,So Nice Game,so nice game,"['so', 'nice', 'game']","['nice', 'game']",nice game,0.4215,positive
dfc426e3-f030-4674-b333-163b52810457,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,best gammmmmmmmmmmmmmmmmme,5,0,,2025-09-24 13:58:29,,,,best gammmmmmmmmmmmmmmmmme,best gammmmmmmmmmmmmmmmmme,"['best', 'gammmmmmmmmmmmmmmmmme']","['best', 'gammmmmmmmmmmmmmmmmme']",best gammmmmmmmmmmmmmmmmme,0.6369,positive
c3f1479c-c2fc-453d-a76a-1c59d382e15b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,,2025-09-24 13:58:11,,,,ok,ok,['ok'],['ok'],ok,0.296,neutral
c8aa6dd2-e38c-4911-8438-95e9d11b7674,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,TRASH!,1,0,2.690.721,2025-09-24 13:57:44,,,2.690.721,TRASH,trash,['trash'],['trash'],trash,0.0,neutral
df2eba37-c862-43c2-9050-d36df9b345d2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I could change my review if they unbanned chat in the middle East.,4,0,2.691.868,2025-09-24 13:57:02,,,2.691.868,I could change my review if they unbanned chat in the middle East,i could change my review if they unbanned chat in the middle east,"['i', 'could', 'change', 'my', 'review', 'if', 'they', 'unbanned', 'chat', 'in', 'the', 'middle', 'east']","['could', 'change', 'review', 'unbanned', 'chat', 'middle', 'east']",could change review unbanned chat middle east,0.0,neutral
5d7fd1f8-296c-4f4c-9746-186ea13d458b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bye roblox ur dead🫡,1,0,,2025-09-24 13:56:50,,,,bye roblox ur dead,bye roblox ur dead,"['bye', 'roblox', 'ur', 'dead']","['bye', 'roblox', 'ur', 'dead']",bye roblox ur dead,-0.6486,negative
fa3a287b-7b8c-4b73-a702-4d7b74faf273,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love this game. But the only problem is robox.My parents won't buy me roblox.Can make robox free my completing different tasks in different games.Thats all .,5,0,2.691.868,2025-09-24 13:56:03,,,2.691.868,I love this game But the only problem is roboxMy parents wont buy me robloxCan make robox free my completing different tasks in different gamesThats all,i love this game but the only problem is roboxmy parents wont buy me robloxcan make robox free my completing different tasks in different gamesthats all,"['i', 'love', 'this', 'game', 'but', 'the', 'only', 'problem', 'is', 'roboxmy', 'parents', 'wont', 'buy', 'me', 'robloxcan', 'make', 'robox', 'free', 'my', 'completing', 'different', 'tasks', 'in', 'different', 'gamesthats', 'all']","['love', 'game', 'problem', 'roboxmy', 'parents', 'wont', 'buy', 'robloxcan', 'make', 'robox', 'free', 'completing', 'different', 'tasks', 'different', 'gamesthats']",love game problem roboxmy parents wont buy robloxcan make robox free completing different tasks different gamesthats,0.7003,positive
