reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
ff89accd-4b86-4773-8cb0-6facb0f3d2bc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,op,5,0,2.689.880,2025-09-24 14:17:47,,,2.689.880
b2436be0-d379-4312-8745-0a5a6ea28c58,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice,5,0,2.689.880,2025-09-24 14:17:19,,,2.689.880
19417f22-4347-41ce-bdb6-33c8c770a3af,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,There's so much to do in roblox I love it hope you do as well,5,0,2.690.721,2025-09-24 14:16:33,,,2.690.721
79238362-600e-49e2-b778-016b20cfcd51,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it haves a all games for you to play with,5,0,2.691.868,2025-09-24 14:16:23,,,2.691.868
103e77d3-ab2b-4273-89c7-a7ef0e4297d7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Yogesh Kumar u,5,0,,2025-09-24 14:16:20,,,
17df3fb9-287c-4fdd-8ac9-d3ca7f172baa,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,best of the world,5,0,2.691.868,2025-09-24 14:15:59,,,2.691.868
1c66d3d6-519b-4e73-9011-c3166b5bcfa8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,roblox fix you mind right now. I have good wifi but you have out mind you make me laggy as heck and every won't me give chance with laggy,1,1,2.691.868,2025-09-24 14:15:13,,,2.691.868
a8ff8d21-d8b7-4bf6-9d75-5f7f0f039794,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,filled with preds,1,0,2.690.721,2025-09-24 14:14:58,,,2.690.721
6ffa56d5-6219-4c03-a476-5f9413036e02,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,i enjoy it,3,0,2.690.721,2025-09-24 14:14:35,,,2.690.721
95def4d9-1694-442a-9dae-86ed4af2997b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,full of creativity!! ⭐⭐⭐⭐⭐,5,0,2.691.868,2025-09-24 14:10:56,,,2.691.868
12eb7316-fdb7-473c-88e7-5d88ead3f4c3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bhanu pratap singh ch,1,0,2.690.721,2025-09-24 14:10:12,,,2.690.721
9227d059-0a29-409d-86a0-0e8fd686f37f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I gave 1 star because every week new update again and again I'm Soo angry,1,0,2.690.721,2025-09-24 14:10:05,,,2.690.721
6ac16f30-2544-4c7c-9ab7-42aaad197061,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,in this game my network speed is 100 mb/s and when I try to join it's keep stuck on loading screen and after some time it's shows no connection now what should I do,1,0,2.691.868,2025-09-24 14:09:34,,,2.691.868
2cc5e6ae-8fd0-43c2-af2b-39e6ad895e6d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,l like this game because this is so fun for me,5,0,,2025-09-24 14:09:08,,,
bbc58dd4-b22f-446e-997b-94097eab46a6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,𝐈𝐧 𝐭𝐡𝐢𝐬 𝐠𝐚𝐦𝐞 𝐡𝐚𝐬 𝐬𝐨 𝐦𝐚𝐧𝐲 𝐠𝐚𝐦𝐞𝐬 𝐥𝐢𝐤𝐞 𝐡𝐢𝐝𝐞 𝐚𝐧𝐝 𝐬𝐞𝐞𝐤 𝐁𝐨𝐲 𝐯. 𝐬 𝐠𝐢𝐫𝐥 𝐨𝐛𝐛𝐲 𝐞𝐭𝐜... 𝐈 𝐡𝐚𝐝 𝐚 𝐥𝐨𝐭 𝐨𝐟 𝐟𝐮𝐧 𝐟𝐫𝐨𝐦 𝐭𝐡𝐢𝐬 𝐠𝐚𝐦𝐞 𝐰𝐡𝐨 𝐜𝐫𝐞𝐚𝐭𝐞𝐝 𝐭𝐡𝐢𝐬 𝐠𝐚𝐦𝐞 𝐓𝐡𝐚𝐧𝐤 𝐲𝐨𝐮 𝐬𝐨 𝐦𝐮𝐜𝐡...,5,0,2.691.868,2025-09-24 14:08:19,,,2.691.868
76f3554a-9753-4266-9418-1405ae78f107,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very good I play I feel like,5,0,,2025-09-24 14:07:56,,,
97b47ae1-f1ca-4348-860a-cc05d326ed1d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I've been playing this game for 5 years it's so fun but I don't have any robux but it is so fun and I told all my friends to download this fun app so we can play together for a long time and it's been my favorite game of all my other fun games but this one is much more fun and beautiful and so amazing to and this is all I want to say for this wonderful game🥰,5,0,2.691.868,2025-09-24 14:07:23,,,2.691.868
31cb1d7c-96f7-4816-8416-3c2321ab2718,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,thank you for this game but can you put daily Robux quest,5,0,2.690.721,2025-09-24 14:06:25,,,2.690.721
97dac24e-7176-4c36-b38f-2492d83c7e70,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I really like roblox,5,0,2.682.538,2025-09-24 14:05:03,,,2.682.538
269282b1-5d31-4896-b857-ea628caec153,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,how to upgrade Roblox,5,0,2.689.880,2025-09-24 14:04:58,,,2.689.880
8e401d36-ded2-4ea2-837c-b737d280b714,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ɪ ʟɪᴋᴇ ɪᴛ,5,0,2.689.880,2025-09-24 14:04:54,,,2.689.880
9728bb71-0150-4e23-863e-790395910c3f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it's the funniest game it makes me so happy it's my favourite game,5,0,,2025-09-24 14:04:11,,,
879b4448-8ff8-43c6-9b7e-bc1d87c1a860,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,why did you ban Schlep,1,0,2.691.868,2025-09-24 14:02:52,,,2.691.868
54595a47-259f-4a0a-ab80-1ca99a3b2d2e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"it is a very good game .no lag,bug nothing such a smooth game",5,0,,2025-09-24 14:01:39,,,
f73a1c6e-2dd1-491c-a7f2-81a2520987f6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very. Good. Roblox 👍👍👍🤭🤭🥰🥰😍😍🤩🤩👍👍 is Very Amazing. game,5,0,,2025-09-24 14:01:31,,,
7333363b-03ca-44b2-ae42-6773e0259d0a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good app I love it!!!!,5,0,2.689.880,2025-09-24 14:01:15,,,2.689.880
189cb76f-b5bb-4b9c-877d-e0665d594efe,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love it but this is my mom phone so please can I install roblox,5,0,,2025-09-24 14:00:12,,,
6d85e78d-9050-4c70-a501-040ba083153f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the game 🎮 is soooooooooooo cool (▼⌣▼),5,0,2.689.880,2025-09-24 14:00:01,,,2.689.880
d20c843c-c481-4bb1-8150-249f2092f9c9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I like this game and love there are so many adventures there,5,0,,2025-09-24 13:59:36,,,
25772c4b-9c60-447a-af53-8c3a46eb07a8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,So Nice Game 🎮🎮🎯🎯,5,0,2.691.868,2025-09-24 13:59:20,,,2.691.868
dfc426e3-f030-4674-b333-163b52810457,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,best gammmmmmmmmmmmmmmmmme,5,0,,2025-09-24 13:58:29,,,
c3f1479c-c2fc-453d-a76a-1c59d382e15b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,,2025-09-24 13:58:11,,,
c8aa6dd2-e38c-4911-8438-95e9d11b7674,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,TRASH!,1,0,2.690.721,2025-09-24 13:57:44,,,2.690.721
df2eba37-c862-43c2-9050-d36df9b345d2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I could change my review if they unbanned chat in the middle East.,4,0,2.691.868,2025-09-24 13:57:02,,,2.691.868
5d7fd1f8-296c-4f4c-9746-186ea13d458b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bye roblox ur dead🫡,1,0,,2025-09-24 13:56:50,,,
fa3a287b-7b8c-4b73-a702-4d7b74faf273,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love this game. But the only problem is robox.My parents won't buy me roblox.Can make robox free my completing different tasks in different games.Thats all .,5,0,2.691.868,2025-09-24 13:56:03,,,2.691.868
5edc2c4b-2614-41b9-a69b-e96dd40564d4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very nice very good and very fun,5,0,2.691.868,2025-09-24 13:55:39,,,2.691.868
3ec21f96-49c5-4994-aba0-24b9ae3a6d91,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Favorite game,5,0,2.691.868,2025-09-24 13:55:36,,,2.691.868
14614085-c813-4eb1-86bc-4a84df32fd19,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sir, My Account Was Hacked And I Need It Back, They Changed My Password And I Couldn't Access It Anymore, My Account Was Where I Spent My Robux, I Was Kinda Rich So I Change My Username To ""exhausted_boyo"" Yesterday I Turned On To Play But I Was Logged Off, I Really Need Back My Account Because I Spent Some Money For Robux.",5,0,2.689.880,2025-09-24 13:55:29,,,2.689.880
424423d9-1d67-4622-8efc-b9d6118f67dc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice Game,4,0,,2025-09-24 13:54:20,,,
99671e75-0c94-4bd9-b094-665de9cc16f7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it is a very good game!!! i have no words to say,5,0,2.691.868,2025-09-24 13:54:10,,,2.691.868
0e74c4b6-0f0c-4551-beec-6adfbc6fb3d9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,soooo sooooo beautiful game 🎮,5,0,,2025-09-24 13:52:50,,,
01311a0f-2d99-4304-8603-1718ec2b559f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,THE hub for pedophiles,5,0,2.688.862,2025-09-24 13:52:46,,,2.688.862
5862845e-c946-4200-b25b-f32947cc789f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,worst game ever,1,0,,2025-09-24 13:52:45,,,
a2009f3c-1996-4916-b05d-fb22915e6e04,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,SO COOL,5,0,2.691.868,2025-09-24 13:52:45,,,2.691.868
8c04c613-c80f-4ea7-92fc-df54ba6c3d0e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,best game,5,0,2.689.880,2025-09-24 13:52:43,,,2.689.880
825f506e-ff75-4d7f-9f2c-4f25b99ebfff,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Amazing game,5,0,2.691.868,2025-09-24 13:52:21,,,2.691.868
3272f694-d6b2-4eac-b9ac-e83eae4d2611,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,free schlep,1,0,2.691.868,2025-09-24 13:51:34,,,2.691.868
2f2b783e-2aa5-4f20-b2dc-1bd4a44629ac,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,2.691.868,2025-09-24 13:51:19,,,2.691.868
6802d311-6308-4098-9426-d96c829d1bfc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,AMAZING it has lot of games and it's fun💅,5,0,2.690.721,2025-09-24 13:51:01,,,2.690.721
4d960959-fcba-452d-b209-a520a5898f79,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,because it is very very fun 😊,5,0,2.689.880,2025-09-24 13:49:44,,,2.689.880
ae82abcb-7b6e-46a7-bd97-13dde6107c0c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok 🫡🫡,5,0,,2025-09-24 13:49:17,,,
69d8436a-3655-45bd-8614-6f968de942a1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it is very good game,5,0,2.691.868,2025-09-24 13:49:15,,,2.691.868
4dbeb7d2-76de-440d-9ff1-d10a076a3fdd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,super good,5,0,2.689.880,2025-09-24 13:48:50,,,2.689.880
dd7ce094-f41c-4022-ba8e-b36f1401f8b0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,hay i AM giving. you full stars and you give me a 100k robox Roblox owner ok,5,0,2.691.868,2025-09-24 13:48:38,,,2.691.868
ab56f19c-4933-4c4e-80d7-f6ec3719fd63,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Roblox can you please fix the lag a little and also free schelp if ya don't y'all are just bad people,1,0,2.689.880,2025-09-24 13:48:09,,,2.689.880
f5a25314-c5bd-485c-b0a9-2b08fd4d0d70,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bro it keeps saying ''roblox keeps stopping , close the app '' I'm playing on Chromebook , but as anyone experienced this issue ? there's no problem with my wifi or anything but still bro what's happening ??",1,0,2.691.868,2025-09-24 13:47:48,,,2.691.868
caa349c6-40b1-4692-9a41-8db917cd5c30,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very bad game 🎮 😕 😒,1,0,,2025-09-24 13:47:19,,,
ba48c5f3-6816-430e-8eaa-4c4953a7de61,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,because I want robux,5,0,2.691.868,2025-09-24 13:46:30,,,2.691.868
9ec3a334-bf62-4403-9166-4bb59762b30f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,FREE SCHLEP,1,0,2.691.868,2025-09-24 13:46:14,,,2.691.868
fc47cba9-74cb-48e5-8479-c13fc7bbe8aa,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good games and the most game I likes it is steal a brainrot thats crazy broo I suggest every one who is reading try steal a brainrot or blox fruit and if you want try also aura battle or anime diffender,5,0,,2025-09-24 13:46:01,,,
72d6eeed-9781-45d0-92ed-c3a2f1063c27,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,unbelievable,5,0,,2025-09-24 13:45:47,,,
a1d707f3-22ac-4bc7-8875-88d0b1274e5e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very fun,5,0,2.691.868,2025-09-24 13:44:24,,,2.691.868
3ecc600f-ac67-48f8-beed-717368bd067a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,now u need to give me free Roblox for giving u five stars,2,0,2.691.868,2025-09-24 13:44:21,,,2.691.868
5e7b9cbb-a995-489e-bcf9-e3ad93d607ad,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,you honestly suck honestly You're a hi sister was terrible you got rid of all your good admins just for an AI that's family I swear if I had 24 hours to be an admin I would catch more toxic players more PDF file was then you AI system and honestly some games give me a chance I'll get rid of toxic players I'll make this platform better but no you will probably not give me any chance My name is pizzasword if you consider it there my Roblox name you can search it up and give me the admin,1,1,2.691.868,2025-09-24 13:43:41,,,2.691.868
83248ebf-ea7b-45f2-b974-c3bbe982c078,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,l love this game. but it needs some horror games,5,0,2.689.880,2025-09-24 13:43:41,,,2.689.880
c91bc012-51e9-42b0-9839-33da534bf9d3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,this game is very good game the only problem is it needs network for playing,5,0,2.691.868,2025-09-24 13:43:02,,,2.691.868
